datetime,station_id,station_name,latitude,longitude,zone,month,hour,day_of_week,is_harmattan,pm25,pm10,no2,o3,co,temperature,humidity,wind_speed,wind_dir_sin,wind_dir_cos,pressure,hour_sin,hour_cos,month_sin,month_cos,aqi_label,aqi_label_original,label_known,aqi_label_masked
2020-01-02 20:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,20,3,1,171.68,406.01,42.87,0.0,548.5,23.6,46.34,7.56,0.6942,0.7198,1010.8,-0.866025,0.5,0.5,0.866025,4,5,0,-1
2020-01-02 21:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,21,3,1,106.11,179.77,12.24,20.61,543.22,25.93,40.68,7.91,0.922,0.3872,1012.33,-0.707107,0.707107,0.5,0.866025,2,4,0,-1
2020-01-02 22:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,22,3,1,74.2,141.0,16.78,29.91,436.57,27.22,40.25,6.69,0.3755,0.9268,1017.24,-0.5,0.866025,0.5,0.866025,2,3,0,-1
2020-01-02 23:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,23,3,1,114.87,268.11,29.64,0.0,332.97,24.86,41.01,6.69,0.6746,0.7382,1015.09,-0.258819,0.965926,0.5,0.866025,3,4,0,-1
2020-01-03 00:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,0,4,1,71.15,122.19,31.56,0.0,285.24,23.65,32.77,7.74,0.4925,0.8703,1018.05,0.0,1.0,0.5,0.866025,0,3,0,-1
2020-01-03 01:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,1,4,1,31.59,73.88,12.19,17.9,394.18,25.47,36.67,8.45,0.817,0.5766,1012.15,0.258819,0.965926,0.5,0.866025,0,2,0,-1
2020-01-03 02:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,2,4,1,80.38,211.23,36.42,5.08,432.66,25.91,38.6,7.7,0.6902,0.7236,1017.02,0.5,0.866025,0.5,0.866025,2,4,0,-1
2020-01-03 03:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,3,4,1,52.16,120.13,18.42,22.08,459.53,24.69,34.62,7.48,0.4654,0.8851,1015.41,0.707107,0.707107,0.5,0.866025,1,3,0,-1
2020-01-03 04:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,4,4,1,66.5,149.95,35.07,14.09,463.41,25.02,43.51,8.72,0.9633,0.2683,1015.09,0.866025,0.5,0.5,0.866025,1,3,0,-1
2020-01-03 05:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,5,4,1,120.66,239.24,22.27,16.21,560.34,26.6,38.13,7.9,0.8767,0.4811,1014.15,0.965926,0.258819,0.5,0.866025,3,4,0,-1
2020-01-03 06:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,6,4,1,123.64,328.02,41.56,19.88,676.87,26.52,35.19,8.28,0.3208,0.9471,1010.81,1.0,0.0,0.5,0.866025,3,4,0,-1
2020-01-03 07:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,7,4,1,170.6,438.13,28.52,18.25,770.02,26.89,37.11,9.11,0.5968,0.8024,1012.93,0.965926,-0.258819,0.5,0.866025,4,5,0,-1
2020-01-03 08:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,8,4,1,136.68,371.35,56.12,5.14,1137.16,25.96,35.55,7.59,0.8786,0.4775,1021.3,0.866025,-0.5,0.5,0.866025,3,4,0,-1
2020-01-03 09:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,9,4,1,182.18,488.8,38.18,23.71,749.53,27.76,30.0,7.95,0.3623,0.9321,1012.31,0.707107,-0.707107,0.5,0.866025,4,5,0,-1
2020-01-03 10:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,10,4,1,102.45,165.25,34.73,16.2,547.16,29.19,29.81,6.95,0.7145,0.6997,1010.07,0.5,-0.866025,0.5,0.866025,2,4,0,-1
2020-01-03 11:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,11,4,1,277.55,593.45,28.8,6.73,314.41,28.61,36.72,7.94,0.0059,1.0,1009.48,0.258819,-0.965926,0.5,0.866025,5,5,0,-1
2020-01-03 12:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,12,4,1,137.17,349.46,22.75,15.8,305.8,28.27,26.31,6.73,0.7846,0.62,1013.62,0.0,-1.0,0.5,0.866025,4,4,0,-1
2020-01-03 13:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,13,4,1,26.56,70.79,30.86,4.76,350.12,27.95,33.67,7.84,-0.1489,0.9889,1010.12,-0.258819,-0.965926,0.5,0.866025,0,2,0,-1
2020-01-03 14:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,14,4,1,77.86,134.03,27.76,13.36,338.32,27.71,35.66,7.29,0.4798,0.8774,1007.42,-0.5,-0.866025,0.5,0.866025,1,4,0,-1
2020-01-03 15:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,15,4,1,76.27,129.47,26.23,0.0,287.45,27.02,38.53,7.15,0.8762,0.482,1012.64,-0.707107,-0.707107,0.5,0.866025,1,4,0,-1
2020-01-03 16:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,16,4,1,121.45,206.48,37.09,8.32,786.89,26.46,29.36,7.49,0.5749,0.8183,1013.98,-0.866025,-0.5,0.5,0.866025,2,4,0,-1
2020-01-03 17:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,17,4,1,127.66,276.04,30.93,10.38,518.66,27.41,33.58,8.1,0.3882,0.9216,1018.96,-0.965926,-0.258819,0.5,0.866025,3,4,0,-1
2020-01-03 18:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,18,4,1,241.11,494.24,35.12,11.47,645.28,24.04,22.86,7.73,0.6787,0.7344,1016.14,-1.0,-0.0,0.5,0.866025,4,5,0,-1
2020-01-03 19:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,19,4,1,118.67,331.26,41.6,4.31,526.6,26.06,43.28,8.56,0.819,0.5737,1017.54,-0.965926,0.258819,0.5,0.866025,3,4,0,-1
2020-01-03 20:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,20,4,1,375.79,915.0,27.86,26.75,419.95,25.5,32.52,7.0,0.847,0.5316,1010.68,-0.866025,0.5,0.5,0.866025,5,5,0,-1
2020-01-03 21:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,21,4,1,102.05,239.23,27.06,3.92,360.42,25.17,38.87,8.7,0.648,0.7617,1013.33,-0.707107,0.707107,0.5,0.866025,1,4,0,-1
2020-01-03 22:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,22,4,1,125.81,213.04,10.73,20.94,659.11,24.01,44.45,7.38,0.5899,0.8075,1014.25,-0.5,0.866025,0.5,0.866025,3,4,0,-1
2020-01-03 23:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,23,4,1,90.45,162.37,24.17,3.48,636.8,24.45,39.94,7.93,0.6355,0.7721,1012.48,-0.258819,0.965926,0.5,0.866025,1,4,0,-1
2020-01-04 00:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,0,5,1,76.6,197.05,10.75,6.99,360.85,27.37,29.67,7.4,-0.0887,0.9961,1014.04,0.0,1.0,0.5,0.866025,1,4,0,-1
2020-01-04 01:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,1,5,1,88.57,191.52,12.72,8.45,208.84,25.12,44.9,8.16,0.7959,0.6055,1007.34,0.258819,0.965926,0.5,0.866025,1,4,0,-1
2020-01-04 02:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,2,5,1,38.92,108.97,12.82,22.42,250.37,25.65,35.33,7.42,0.6874,-0.7263,1010.3,0.5,0.866025,0.5,0.866025,1,2,0,-1
2020-01-04 03:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,3,5,1,63.52,111.48,7.28,26.59,286.59,25.8,36.96,7.91,0.7344,0.6788,1005.78,0.707107,0.707107,0.5,0.866025,1,3,0,-1
2020-01-04 04:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,4,5,1,65.95,133.87,19.22,24.3,207.17,26.27,43.08,9.47,0.8415,0.5403,1013.27,0.866025,0.5,0.5,0.866025,1,3,0,-1
2020-01-04 05:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,5,5,1,70.58,185.11,21.66,37.65,469.36,24.71,43.19,7.78,0.317,0.9484,1010.78,0.965926,0.258819,0.5,0.866025,2,3,0,-1
2020-01-04 06:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,6,5,1,79.24,129.52,16.12,28.72,541.11,24.27,42.94,7.62,0.7568,0.6537,1014.42,1.0,0.0,0.5,0.866025,2,4,0,-1
2020-01-04 07:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,7,5,1,113.48,183.55,20.7,30.02,295.99,25.96,32.33,10.45,0.9999,0.0167,1010.49,0.965926,-0.258819,0.5,0.866025,2,4,0,-1
2020-01-04 08:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,8,5,1,156.1,314.99,24.7,31.47,554.79,26.69,37.86,8.83,0.711,0.7032,1010.39,0.866025,-0.5,0.5,0.866025,3,5,0,-1
2020-01-04 09:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,9,5,1,144.45,395.7,25.34,4.77,476.86,28.78,31.44,6.68,0.5522,0.8337,1010.0,0.707107,-0.707107,0.5,0.866025,4,4,0,-1
2020-01-04 10:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,10,5,1,82.44,164.42,19.72,9.18,444.93,28.69,30.17,9.01,0.4421,0.8969,1015.44,0.5,-0.866025,0.5,0.866025,1,4,0,-1
2020-01-04 11:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,11,5,1,28.85,58.12,15.74,19.5,375.15,29.15,35.01,8.56,0.7525,0.6586,1015.26,0.258819,-0.965926,0.5,0.866025,0,2,0,-1
2020-01-04 12:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,12,5,1,58.01,95.67,10.49,16.56,204.67,29.17,30.15,7.27,0.2579,0.9662,1013.29,0.0,-1.0,0.5,0.866025,1,3,0,-1
2020-01-04 13:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,13,5,1,25.3,51.54,11.14,34.97,251.48,30.34,19.59,7.95,0.936,0.352,1015.06,-0.258819,-0.965926,0.5,0.866025,1,2,0,-1
2020-01-04 14:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,14,5,1,42.62,72.38,17.23,14.71,238.24,27.81,38.61,10.78,0.9409,0.3387,1015.75,-0.5,-0.866025,0.5,0.866025,0,2,0,-1
2020-01-04 15:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,15,5,1,62.75,116.16,15.62,13.02,145.45,27.25,37.51,8.58,0.9784,0.2068,1010.52,-0.707107,-0.707107,0.5,0.866025,0,3,0,-1
2020-01-04 16:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,16,5,1,69.47,173.46,8.3,21.96,369.2,28.06,38.87,7.8,0.4344,0.9007,1013.02,-0.866025,-0.5,0.5,0.866025,1,3,0,-1
2020-01-04 17:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,17,5,1,70.89,151.5,20.62,0.0,449.92,25.91,34.36,7.73,0.3657,0.9307,1012.39,-0.965926,-0.258819,0.5,0.866025,0,3,0,-1
2020-01-04 18:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,18,5,1,81.85,162.59,21.91,6.06,346.68,25.43,36.73,8.62,0.4868,0.8735,1011.88,-1.0,-0.0,0.5,0.866025,1,4,0,-1
2020-01-04 19:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,19,5,1,71.77,173.33,26.46,9.52,643.22,24.13,32.55,6.79,0.7829,0.6221,1011.41,-0.965926,0.258819,0.5,0.866025,1,3,0,-1
2020-01-04 20:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,20,5,1,116.46,290.52,21.73,3.68,320.83,25.03,38.4,8.12,0.6841,0.7294,1009.57,-0.866025,0.5,0.5,0.866025,2,4,0,-1
2020-01-04 21:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,21,5,1,85.4,195.12,8.86,6.73,324.39,25.52,39.13,7.94,0.7783,0.628,1014.84,-0.707107,0.707107,0.5,0.866025,1,4,0,-1
2020-01-04 22:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,22,5,1,32.99,59.15,9.95,13.78,198.91,23.41,36.86,7.68,0.4179,0.9085,1010.71,-0.5,0.866025,0.5,0.866025,0,2,0,-1
2020-01-04 23:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,23,5,1,17.25,47.94,14.42,16.03,192.24,24.17,35.25,7.61,-0.0647,0.9979,1012.41,-0.258819,0.965926,0.5,0.866025,0,1,0,-1
2020-01-05 00:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,0,6,1,87.36,166.82,12.7,23.93,187.86,25.51,37.98,8.54,0.8075,0.5898,1013.14,0.0,1.0,0.5,0.866025,2,4,0,-1
2020-01-05 01:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,1,6,1,160.35,310.44,19.02,13.39,289.8,27.7,33.94,7.94,0.5083,0.8612,1012.67,0.258819,0.965926,0.5,0.866025,3,5,0,-1
2020-01-05 02:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,2,6,1,53.69,101.53,5.14,27.52,191.82,25.55,41.12,8.84,0.851,0.5252,1017.74,0.5,0.866025,0.5,0.866025,1,3,0,-1
2020-01-05 03:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,3,6,1,31.65,68.92,12.74,18.23,251.46,24.93,38.41,7.82,0.941,0.3383,1009.28,0.707107,0.707107,0.5,0.866025,0,2,0,-1
2020-01-05 04:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,4,6,1,41.3,99.86,15.2,27.49,382.5,23.99,37.99,7.93,0.9776,0.2104,1010.49,0.866025,0.5,0.5,0.866025,1,2,0,-1
2020-01-05 05:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,5,6,1,34.99,95.01,9.98,28.81,242.44,25.47,35.85,6.93,0.6928,0.7211,1012.3,0.965926,0.258819,0.5,0.866025,1,2,0,-1
2020-01-05 06:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,6,6,1,139.72,364.69,28.07,21.47,328.68,22.0,33.49,7.1,0.5962,0.8029,1011.15,1.0,0.0,0.5,0.866025,4,4,0,-1
2020-01-05 07:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,7,6,1,74.84,192.9,20.85,23.81,866.01,25.98,39.55,6.93,0.2672,0.9636,1011.44,0.965926,-0.258819,0.5,0.866025,2,3,0,-1
2020-01-05 08:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,8,6,1,100.86,260.21,34.2,0.0,409.76,26.6,23.64,6.65,0.6099,0.7924,1012.87,0.866025,-0.5,0.5,0.866025,2,4,0,-1
2020-01-05 09:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,9,6,1,157.24,346.44,17.81,24.03,455.52,27.21,32.78,7.17,0.779,0.627,1012.93,0.707107,-0.707107,0.5,0.866025,4,5,0,-1
2020-01-05 10:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,10,6,1,105.36,247.49,17.98,8.48,508.09,31.25,39.22,8.71,0.7343,0.6789,1009.69,0.5,-0.866025,0.5,0.866025,2,4,0,-1
2020-01-05 11:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,11,6,1,55.02,123.26,19.77,19.84,307.78,25.9,33.14,7.88,0.9605,0.2783,1013.92,0.258819,-0.965926,0.5,0.866025,1,3,0,-1
2020-01-05 12:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,1,12,6,1,28.39,70.78,9.47,21.78,223.55,28.97,31.24,8.31,0.7092,0.705,1013.65,0.0,-1.0,0.5,0.866025,0,2,0,-1
